Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
Low,0.0800,100.80,60.00,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Drum,Madhya Pradesh,Betul,West,India,28-06-2012,03-07-2012,-1033.11,20,1935.36
High,0.0400,8.60,6.19,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Uttar Pradesh,Agra,North,India,30-06-2012,01-07-2012,-60.17,6,56.03
High,0.0200,6.48,9.54,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Tikamgarh,West,India,01-07-2012,03-07-2012,-193.39,11,72.94
High,0.0100,180.98,30.00,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,Tamil Nadu,Tiruppur,South,India,01-07-2012,02-07-2012,-45.02,4,734.76
High,0.0001,48.04,5.79,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Tiruppur,South,India,01-07-2012,03-07-2012,352.69,10,511.15
High,0.0900,400.98,42.52,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Tamil Nadu,Tiruppur,South,India,01-07-2012,03-07-2012,541.01,7,2096.17
High,0.0700,6.48,8.74,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Tenkasi,South,India,02-07-2012,03-07-2012,-105.15,7,45.24
Critical,0.0100,2036.48,14.70,Delivery Truck,Personel Usage,Canned Foods,Sliced Pineapple,Jumbo Drum,Tamil Nadu,Thanjavur,South,India,02-07-2012,04-07-2012,-3669.05,1,2116.92
High,0.0200,4.38,6.21,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Meerut,North,India,02-07-2012,03-07-2012,174.12,8,36.41
High,0.0800,1.89,0.76,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Uttar Pradesh,Meerut,North,India,02-07-2012,03-07-2012,266.49,13,24.67
High,0.0300,9.31,3.98,Regular Air,Stand Alone Restaurants,Processed Meat,Pacific Squid,Small Pack,Uttar Pradesh,Meerut,North,India,02-07-2012,05-07-2012,-273.80,10,96.15
High,0.0900,2.18,0.78,Express Air,Hotels / Hospitals,Processed Meat,Tuna,Wrap Bag,Gujarat,Bharuch,West,India,03-07-2012,06-07-2012,6.93,2,6.24
Critical,0.0900,125.99,8.08,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Gujarat,Bharuch,West,India,03-07-2012,05-07-2012,-236.53,2,210.50
High,0.1000,6.68,5.66,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Katihar,North,India,05-07-2012,06-07-2012,-44.23,15,97.52
High,0.0400,5.98,0.96,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Bihar,Katihar,North,India,05-07-2012,07-07-2012,122.06,14,84.72
High,0.0200,2.88,0.50,Regular Air,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Andhra Pradesh,Nellore,South,India,05-07-2012,07-07-2012,2.45,2,5.81
High,0.1000,5.98,5.15,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,West Bengal,Bishnupur,East,India,05-07-2012,06-07-2012,-7.40,2,15.91
High,0.0600,328.14,91.05,Delivery Truck,Stand Alone Restaurants,Processed Meat,Jelly Fish,Jumbo Drum,West Bengal,Darjiling,East,India,05-07-2012,06-07-2012,861.78,16,4966.22
Medium,0.0700,105.34,24.49,Express Air,Stand Alone Restaurants,Preserved Food,Marmalade,Large Box,West Bengal,Darjiling,East,India,05-07-2012,07-07-2012,489.58,9,891.69
High,0.0500,4.98,4.72,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Punjab,Patiala,West,India,06-07-2012,07-07-2012,-39.17,1,9.69
High,0.0300,7.08,2.35,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Punjab,Patiala,West,India,06-07-2012,08-07-2012,-621.29,16,110.66
Not Specified,0.0500,808.49,55.30,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Drum,Karnataka,Mandya,South,India,06-07-2012,08-07-2012,56.02,13,9984.85
High,0.0100,8.56,5.16,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Rajasthan,Ajmer,West,India,06-07-2012,08-07-2012,8.34,10,92.34
High,0.1000,21.38,2.99,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Rajasthan,Rajsamand,West,India,07-07-2012,08-07-2012,97.35,7,141.08
High,0.0700,55.99,1.25,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Pack,Rajasthan,Bhilwara,West,India,07-07-2012,09-07-2012,-25.07,8,357.62
High,0.0600,3502.14,8.73,Delivery Truck,Personel Usage,Canned Foods,Sliced Pineapple,Jumbo Box,Rajasthan,Jaipur,West,India,07-07-2012,09-07-2012,-8570.45,1,3057.44
High,0.0500,7.98,6.50,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Medium Box,Chhattisgarh,Mahasamund,North,India,08-07-2012,10-07-2012,-71.12,6,47.78
Critical,0.0400,20.89,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Orissa,Cuttack,East,India,10-07-2012,12-07-2012,166.50,12,241.30
Critical,0.0100,35.99,0.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Pack,Orissa,Cuttack,East,India,10-07-2012,10-07-2012,89.44,4,129.62
Not Specified,0.1000,199.99,24.49,Regular Air,Personel Usage,Canned Foods,Wild Berry,Large Box,Madhya Pradesh,Vidisha,West,India,10-07-2012,12-07-2012,988.20,11,1988.06
High,0.0300,6.48,7.37,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Vidisha,West,India,10-07-2012,12-07-2012,-50.27,5,36.40
High,0.1000,14.48,6.46,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Bahraich,North,India,10-07-2012,14-07-2012,23.96,8,114.75
High,0.0900,5.84,1.00,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Bahraich,North,India,10-07-2012,15-07-2012,14.46,4,21.59
High,0.1000,35.44,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Kerala,Trichur,South,India,12-07-2012,14-07-2012,-47.01,4,142.51
High,0.0600,55.48,14.30,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Kerala,Trichur,South,India,12-07-2012,17-07-2012,346.70,9,502.47
Not Specified,0.0600,7.59,4.00,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Wrap Bag,Gujarat,Patan,West,India,12-07-2012,14-07-2012,17.15,13,94.12
High,0.0100,2.98,2.03,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Gujarat,Patan,West,India,12-07-2012,14-07-2012,-30.39,11,33.11
High,0.1000,6.30,0.50,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Meghalaya,Tura,East,India,13-07-2012,14-07-2012,-84.93,12,73.48
Low,0.1000,15.98,4.00,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Bijnor,North,India,14-07-2012,19-07-2012,-47.36,2,30.67
Not Specified,0.0500,1.74,4.08,Express Air,Restaurant Chain,Preserved Food,Marmalade,Small Pack,Andhra Pradesh,Srikakulam,South,India,14-07-2012,15-07-2012,-56.73,7,14.75
High,0.0400,8.46,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Jharkhand,Chatra,North,India,15-07-2012,16-07-2012,16.03,5,46.85
High,0.0500,210.55,9.99,Express Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Karnataka,Kolar,South,India,16-07-2012,17-07-2012,-270.70,1,211.52
High,0.0001,125.99,7.69,Express Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Kerala,Pathanamthitta,South,India,16-07-2012,17-07-2012,305.96,7,769.09
Critical,0.0001,4.97,5.71,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Medium Box,Uttar Pradesh,Nagina,North,India,16-07-2012,18-07-2012,-148.80,16,87.03
Not Specified,0.0900,155.99,3.90,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Faizabad,North,India,18-07-2012,20-07-2012,-171.66,13,1599.93
High,0.0500,12.98,3.14,Express Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Small Pack,Karnataka,Belgaum,South,India,19-07-2012,20-07-2012,-22.92,14,189.77
Critical,0.0001,51.65,18.45,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Medium Box,Telangana,Karimnagar,South,India,19-07-2012,21-07-2012,-201.12,3,173.50
High,0.0200,3.08,0.99,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,West Bengal,Bankura,East,India,20-07-2012,22-07-2012,-387.63,2,6.73
High,0.0600,3.69,0.50,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Madhya Pradesh,Rewa,West,India,21-07-2012,23-07-2012,57.00,49,180.84
High,0.0600,3.69,0.50,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Tamil Nadu,Chidambaram,South,India,21-07-2012,23-07-2012,30.56,12,44.29
Medium,0.0800,130.98,54.74,Delivery Truck,Personel Usage,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Rewa,West,India,22-07-2012,24-07-2012,-581.59,34,4499.26
Medium,0.1000,20.97,6.50,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Tamil Nadu,Sriperumbudur,South,India,22-07-2012,23-07-2012,-173.33,15,302.35
High,0.0300,104.85,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Sriperumbudur,South,India,22-07-2012,23-07-2012,136.03,2,214.14
Medium,0.0200,95.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Sriperumbudur,South,India,22-07-2012,24-07-2012,195.94,9,751.07
Medium,0.0800,130.98,54.74,Delivery Truck,Personel Usage,Preserved Food,Pickle,Jumbo Box,Chhattisgarh,Raigarh,North,India,22-07-2012,24-07-2012,-581.59,8,1058.65
Low,0.0001,17.48,1.99,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,Bihar,Jhanjharpur,North,India,23-07-2012,27-07-2012,-54.34,4,78.17
High,0.0600,6.98,9.69,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Bihar,Jhanjharpur,North,India,23-07-2012,23-07-2012,-141.37,18,131.52
High,0.0700,1.70,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Rewa,West,India,24-07-2012,26-07-2012,-58.87,59,98.74
High,0.0900,38.06,4.50,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Jammu And Kashmir,Anantnag,North,India,24-07-2012,28-07-2012,108.30,5,186.70
Low,0.0700,5.08,2.03,Regular Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,Jammu And Kashmir,Anantnag,North,India,24-07-2012,26-07-2012,22.25,9,45.77
Low,0.0001,125.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Jammu And Kashmir,Anantnag,North,India,24-07-2012,29-07-2012,377.62,7,764.63
Low,0.0200,125.99,8.08,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Jammu And Kashmir,Anantnag,North,India,24-07-2012,26-07-2012,1181.82,16,1712.78
Medium,0.0500,300.97,7.18,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Tamil Nadu,Namakkal,South,India,25-07-2012,27-07-2012,1450.05,7,2101.52
High,0.0001,28.48,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Bihar,Supaul,North,India,25-07-2012,25-07-2012,-23.21,14,414.67
High,0.0300,22.23,3.63,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,Bihar,Supaul,North,India,25-07-2012,26-07-2012,642.11,14,327.24
High,0.0001,6.48,8.40,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Bihar,Supaul,North,India,25-07-2012,27-07-2012,-21.04,15,102.98
Medium,0.0400,55.94,4.00,Express Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Bihar,Siwan,North,India,26-07-2012,28-07-2012,-130.77,11,613.60
High,0.0600,2.18,7.09,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Balaghat,West,India,27-07-2012,30-07-2012,-143.15,5,12.98
Critical,0.0700,7.70,3.68,Regular Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,Jammu And Kashmir,Udhampur,North,India,27-07-2012,28-07-2012,-61.80,12,92.35
High,0.0001,42.80,2.99,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Chhattisgarh,Durg,North,India,29-07-2012,29-07-2012,125.21,4,181.47
High,0.1000,4.84,0.71,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Jammu And Kashmir,Anantnag,North,India,29-07-2012,31-07-2012,32.02,10,46.40
Critical,0.0900,100.98,7.18,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Bihar,Siwan,North,India,29-07-2012,30-07-2012,365.34,15,1474.86
High,0.0800,10.44,5.75,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Orissa,Sambalpur,East,India,30-07-2012,03-08-2012,191.71,10,99.89
High,0.0001,7.64,5.83,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Jalaun,North,India,02-08-2012,04-08-2012,-74.09,11,93.55
Low,0.0700,96.45,13.99,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Medium Box,Madhya Pradesh,Rewa,West,India,03-08-2012,08-08-2012,18.77,20,1821.96
Low,0.0700,96.45,13.99,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Medium Box,Tamil Nadu,Perambalur,South,India,03-08-2012,08-08-2012,27.78,5,455.49
High,0.0400,4.98,4.72,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Haryana,Rohtak,North,India,03-08-2012,04-08-2012,-43.57,24,119.40
High,0.0400,2.94,0.81,Express Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Haryana,Rohtak,North,India,03-08-2012,03-08-2012,50.06,23,72.55
Medium,0.0200,9.98,12.52,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Uttar Pradesh,Ghazipur,North,India,03-08-2012,04-08-2012,-64.05,20,203.67
High,0.0200,2.94,0.96,Express Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Banda,North,India,04-08-2012,06-08-2012,18.78,20,62.36
High,0.0700,1.81,0.75,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Uttar Pradesh,Banda,North,India,04-08-2012,05-08-2012,-1.36,3,5.58
High,0.0900,165.98,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Gujarat,Porbandar,West,India,05-08-2012,12-08-2012,-220.68,21,3213.59
Low,0.0600,105.49,41.64,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Gujarat,Porbandar,West,India,05-08-2012,10-08-2012,-3942.87,6,614.18
High,0.0500,3.28,5.00,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Chhattisgarh,Durg,North,India,05-08-2012,05-08-2012,-40.52,11,39.52
Not Specified,0.0700,4.98,4.32,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Rewa,West,India,06-08-2012,08-08-2012,-38.44,14,78.02
Not Specified,0.0900,9.77,6.02,Regular Air,Personel Usage,Preserved Food,Marmalade,Medium Box,Madhya Pradesh,Rewa,West,India,06-08-2012,07-08-2012,17.31,12,124.06
Not Specified,0.0700,4.98,4.32,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Etawah,North,India,06-08-2012,08-08-2012,-19.99,3,16.72
High,0.0900,15.01,8.40,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Rajasthan,Rajsamand,West,India,08-08-2012,15-08-2012,-8.90,15,221.38
High,0.0300,120.98,9.07,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Rajasthan,Rajsamand,West,India,08-08-2012,17-08-2012,926.32,11,1342.49
High,0.0100,40.99,17.48,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Guntur,South,India,08-08-2012,09-08-2012,-296.11,21,869.24
Low,0.0100,17.67,8.99,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Pack,Assam,Guwahati,East,India,09-08-2012,11-08-2012,-93.07,20,354.25
Critical,0.0500,65.99,2.50,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Sidhi,West,India,11-08-2012,13-08-2012,-233.88,10,554.18
Medium,0.0500,140.98,36.09,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Dewas,West,India,11-08-2012,13-08-2012,-159.88,11,1578.90
High,0.0600,4.13,0.99,Express Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Madhya Pradesh,Dewas,West,India,11-08-2012,12-08-2012,43.80,14,63.48
High,0.0200,5.84,1.20,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Gujarat,Dahod,West,India,14-08-2012,15-08-2012,34.18,1,6.52
High,0.1000,10.91,2.99,Express Air,Personel Usage,Processed Meat,Bacon,Small Box,Maharashtra,Akola,West,India,17-08-2012,18-08-2012,-24.02,5,57.87
High,0.0300,65.99,5.31,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Assam,Abhayapuri,East,India,18-08-2012,19-08-2012,835.74,22,1211.22
Medium,0.0900,65.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Mandla,West,India,20-08-2012,22-08-2012,-148.01,11,581.20
Low,0.0900,9.99,6.24,Express Air,Personel Usage,Canned Foods,Sliced Pineapple,Medium Box,Madhya Pradesh,Damoh,West,India,20-08-2012,27-08-2012,-8.42,7,78.82
High,0.0001,8.32,2.38,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Chhattisgarh,Korba,North,India,20-08-2012,20-08-2012,-202.82,4,34.47
High,0.0300,6.68,7.30,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Chhattisgarh,Korba,North,India,20-08-2012,22-08-2012,-290.30,5,37.02
High,0.0700,4.98,4.72,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Muzaffarnagar,North,India,21-08-2012,23-08-2012,-26.07,14,71.09
High,0.0300,160.98,30.00,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Tamil Nadu,Salem,South,India,21-08-2012,23-08-2012,836.70,11,1852.24
High,0.0700,40.98,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Tamil Nadu,Salem,South,India,21-08-2012,22-08-2012,18.66,4,158.54
High,0.1000,363.25,19.99,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Haryana,Gurgaon,North,India,23-08-2012,24-08-2012,-966.29,7,2471.56
High,0.0001,6.48,5.94,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Nandyal,South,India,23-08-2012,23-08-2012,-21.09,14,103.40
High,0.0300,3.75,7.50,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Kerala,Alleppey,South,India,24-08-2012,26-08-2012,155.17,22,83.78
High,0.0001,240.98,60.20,Delivery Truck,Personel Usage,Preserved Food,Pickle,Jumbo Box,Tamil Nadu,Ramanathapuram,South,India,25-08-2012,26-08-2012,2167.06,17,4290.63
High,0.0900,6.48,9.68,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Ramanathapuram,South,India,25-08-2012,26-08-2012,-67.20,10,64.76
High,0.0400,60.97,4.50,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Maharashtra,Bhiwandi,West,India,26-08-2012,26-08-2012,-11.06,21,1253.74
High,0.0100,7.10,6.05,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Orissa,Bargarh,East,India,28-08-2012,30-08-2012,1.01,21,156.41
High,0.0100,2.52,4.28,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Rajasthan,Ajmer,West,India,28-08-2012,30-08-2012,-24.45,8,22.17
Critical,0.1000,9.48,7.29,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Pack,Punjab,Ludhiana,West,India,30-08-2012,01-09-2012,-46.42,9,80.24
Critical,0.1000,28.99,8.59,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Medium Box,Bihar,Jhanjharpur,North,India,01-09-2012,03-09-2012,7.64,6,145.75
High,0.0300,7.40,1.71,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Rewa,West,India,02-09-2012,03-09-2012,42.86,41,304.04
High,0.1000,9.74,5.71,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Haryana,Sonipat,North,India,02-09-2012,03-09-2012,1.69,20,183.44
High,0.0200,65.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Shahdol,West,India,03-09-2012,04-09-2012,-171.20,4,230.29
High,0.0200,5.78,8.09,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Lalganj,North,India,03-09-2012,03-09-2012,-109.10,1,13.50
High,0.1000,4.91,5.68,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Sitamarhi,North,India,03-09-2012,04-09-2012,340.91,2,12.39
Low,0.0200,449.99,49.00,Delivery Truck,Stand Alone Restaurants,Canned Foods,Wild Berry,Jumbo Drum,West Bengal,Ghatal,East,India,04-09-2012,06-09-2012,7278.46,23,10548.49
High,0.0400,12.28,6.47,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Rajasthan,Jaipur,West,India,04-09-2012,04-09-2012,-5.76,8,98.49
High,0.1000,65.99,8.80,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Rajasthan,Jaipur,West,India,04-09-2012,07-09-2012,164.97,16,851.73
High,0.1000,419.19,19.99,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Madhya Pradesh,Dhar,West,India,04-09-2012,06-09-2012,300.91,10,3772.71
High,0.0001,5.43,0.95,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Ujjain,West,India,06-09-2012,10-09-2012,-93.70,5,29.48
High,0.0700,2.47,1.02,Express Air,Personel Usage,Processed Meat,Tuna,Wrap Bag,Madhya Pradesh,Ujjain,West,India,06-09-2012,06-09-2012,288.32,22,53.48
High,0.0400,3.14,1.92,Regular Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Wrap Bag,Uttar Pradesh,Gonda,North,India,07-09-2012,08-09-2012,505.87,10,33.52
High,0.0800,7.98,6.50,Express Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Medium Box,Uttar Pradesh,Gonda,North,India,07-09-2012,08-09-2012,-866.53,7,65.72
Low,0.0500,2.08,5.33,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,West Bengal,Bangaon,East,India,08-09-2012,10-09-2012,-5.87,3,13.66
High,0.0800,15.42,10.68,Express Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,West Bengal,Bangaon,East,India,08-09-2012,13-09-2012,-231.34,21,314.17
High,0.0700,22.84,5.47,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Kerala,Kottayam,South,India,10-09-2012,13-09-2012,83.24,7,165.11
High,0.0100,6.54,5.27,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Rajasthan,Ajmer,West,India,11-09-2012,12-09-2012,-28.95,8,54.95
High,0.0800,1.98,4.77,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Gopalganj,North,India,11-09-2012,15-09-2012,-13.50,2,6.25
High,0.0500,4.98,0.80,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Tamil Nadu,Tenkasi,South,India,12-09-2012,14-09-2012,46.11,13,66.83
Medium,0.0800,65.99,5.26,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Tenkasi,South,India,12-09-2012,14-09-2012,-147.02,5,262.84
High,0.0700,1.88,1.49,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Maharashtra,Nashik,West,India,12-09-2012,14-09-2012,2.64,3,6.31
High,0.0800,15.73,7.42,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Small Pack,Rajasthan,Dausa,West,India,12-09-2012,14-09-2012,202.78,11,175.64
High,0.0600,5.81,8.49,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Gaya,North,India,13-09-2012,14-09-2012,0.56,11,71.45
Medium,0.0001,30.98,6.50,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Madhya Pradesh,Rewa,West,India,15-09-2012,16-09-2012,75.50,74,2396.88
High,0.0400,4.28,5.74,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Rewa,West,India,15-09-2012,15-09-2012,-114.35,72,330.67
Medium,0.1000,65.99,4.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Rewa,West,India,15-09-2012,17-09-2012,53.65,45,2302.72
Medium,0.0300,699.99,24.49,Regular Air,Stand Alone Restaurants,Canned Foods,Wild Berry,Large Box,Maharashtra,Kalyan,West,India,15-09-2012,17-09-2012,-2397.44,1,678.99
Medium,0.0900,159.31,60.00,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Drum,Uttar Pradesh,Mathura,North,India,15-09-2012,15-09-2012,27.74,10,1252.22
Not Specified,0.0800,14.34,5.00,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,Telangana,Nizamabad,South,India,15-09-2012,16-09-2012,73.73,14,190.90
Not Specified,0.1000,195.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Telangana,Nizamabad,South,India,15-09-2012,16-09-2012,-491.26,5,764.66
High,0.1000,29.14,4.86,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Jammu And Kashmir,Jammu,North,India,19-09-2012,21-09-2012,-59.43,18,502.75
High,0.0800,48.04,5.79,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Gujarat,Gandhinagar,West,India,19-09-2012,21-09-2012,569.27,12,537.56
